"GEO_ID","NAME","B27001I_001E","B27001I_001EA","B27001I_001M","B27001I_001MA","B27001I_002E","B27001I_002M","B27001I_002MA","B27001I_002EA","B27001I_003E","B27001I_003EA","B27001I_003M","B27001I_003MA","B27001I_004E","B27001I_004EA","B27001I_004M","B27001I_004MA","B27001I_005E","B27001I_005EA","B27001I_005M","B27001I_005MA","B27001I_006E","B27001I_006EA","B27001I_006M","B27001I_006MA","B27001I_007E","B27001I_007EA","B27001I_007M","B27001I_007MA","B27001I_008E","B27001I_008EA","B27001I_008M","B27001I_008MA","B27001I_009E","B27001I_009EA","B27001I_009M","B27001I_009MA","B27001I_010E","B27001I_010EA","B27001I_010M","B27001I_010MA","B27001I_011E","B27001I_011EA","B27001I_011M","B27001I_011MA","B27001I_012E","B27001I_012EA","B27001I_012M","B27001I_012MA","B27001I_013E","B27001I_013M","B27001I_013MA","B27001I_013EA","B27001I_014E","B27001I_014EA","B27001I_014M","B27001I_014MA","B27001I_015E","B27001I_015EA","B27001I_015M","B27001I_015MA","B27001I_016E","B27001I_016EA","B27001I_016M","B27001I_016MA","B27001I_017E","B27001I_017EA","B27001I_017M","B27001I_017MA","B27001I_018E","B27001I_018EA","B27001I_018M","B27001I_018MA","B27001I_019E","B27001I_019EA","B27001I_019M","B27001I_019MA","B27001I_020E","B27001I_020EA","B27001I_020M","B27001I_020MA","B27001I_021E","B27001I_021EA","B27001I_021M","B27001I_021MA","B27001I_022E","B27001I_022EA","B27001I_022M","B27001I_022MA","B27001I_023E","B27001I_023EA","B27001I_023M","B27001I_023MA","B27001I_024E","B27001I_024M","B27001I_024MA","B27001I_024EA","B27001I_025E","B27001I_025EA","B27001I_025M","B27001I_025MA","B27001I_026E","B27001I_026EA","B27001I_026M","B27001I_026MA","B27001I_027E","B27001I_027EA","B27001I_027M","B27001I_027MA","B27001I_028E","B27001I_028EA","B27001I_028M","B27001I_028MA",
"Geography","Geographic Area Name","Estimate!!Total:","Annotation of Estimate!!Total:","Margin of Error!!Total:","Annotation of Margin of Error!!Total:","Estimate!!Total:!!Under 6 years:","Margin of Error!!Total:!!Under 6 years:","Annotation of Margin of Error!!Total:!!Under 6 years:","Annotation of Estimate!!Total:!!Under 6 years:","Estimate!!Total:!!Under 6 years:!!With health insurance coverage","Annotation of Estimate!!Total:!!Under 6 years:!!With health insurance coverage","Margin of Error!!Total:!!Under 6 years:!!With health insurance coverage","Annotation of Margin of Error!!Total:!!Under 6 years:!!With health insurance coverage","Estimate!!Total:!!Under 6 years:!!No health insurance coverage","Annotation of Estimate!!Total:!!Under 6 years:!!No health insurance coverage","Margin of Error!!Total:!!Under 6 years:!!No health insurance coverage","Annotation of Margin of Error!!Total:!!Under 6 years:!!No health insurance coverage","Estimate!!Total:!!6 to 18 years:","Annotation of Estimate!!Total:!!6 to 18 years:","Margin of Error!!Total:!!6 to 18 years:","Annotation of Margin of Error!!Total:!!6 to 18 years:","Estimate!!Total:!!6 to 18 years:!!With health insurance coverage","Annotation of Estimate!!Total:!!6 to 18 years:!!With health insurance coverage","Margin of Error!!Total:!!6 to 18 years:!!With health insurance coverage","Annotation of Margin of Error!!Total:!!6 to 18 years:!!With health insurance coverage","Estimate!!Total:!!6 to 18 years:!!No health insurance coverage","Annotation of Estimate!!Total:!!6 to 18 years:!!No health insurance coverage","Margin of Error!!Total:!!6 to 18 years:!!No health insurance coverage","Annotation of Margin of Error!!Total:!!6 to 18 years:!!No health insurance coverage","Estimate!!Total:!!19 to 25 years:","Annotation of Estimate!!Total:!!19 to 25 years:","Margin of Error!!Total:!!19 to 25 years:","Annotation of Margin of Error!!Total:!!19 to 25 years:","Estimate!!Total:!!19 to 25 years:!!With health insurance coverage","Annotation of Estimate!!Total:!!19 to 25 years:!!With health insurance coverage","Margin of Error!!Total:!!19 to 25 years:!!With health insurance coverage","Annotation of Margin of Error!!Total:!!19 to 25 years:!!With health insurance coverage","Estimate!!Total:!!19 to 25 years:!!No health insurance coverage","Annotation of Estimate!!Total:!!19 to 25 years:!!No health insurance coverage","Margin of Error!!Total:!!19 to 25 years:!!No health insurance coverage","Annotation of Margin of Error!!Total:!!19 to 25 years:!!No health insurance coverage","Estimate!!Total:!!26 to 34 years:","Annotation of Estimate!!Total:!!26 to 34 years:","Margin of Error!!Total:!!26 to 34 years:","Annotation of Margin of Error!!Total:!!26 to 34 years:","Estimate!!Total:!!26 to 34 years:!!With health insurance coverage","Annotation of Estimate!!Total:!!26 to 34 years:!!With health insurance coverage","Margin of Error!!Total:!!26 to 34 years:!!With health insurance coverage","Annotation of Margin of Error!!Total:!!26 to 34 years:!!With health insurance coverage","Estimate!!Total:!!26 to 34 years:!!No health insurance coverage","Margin of Error!!Total:!!26 to 34 years:!!No health insurance coverage","Annotation of Margin of Error!!Total:!!26 to 34 years:!!No health insurance coverage","Annotation of Estimate!!Total:!!26 to 34 years:!!No health insurance coverage","Estimate!!Total:!!35 to 44 years:","Annotation of Estimate!!Total:!!35 to 44 years:","Margin of Error!!Total:!!35 to 44 years:","Annotation of Margin of Error!!Total:!!35 to 44 years:","Estimate!!Total:!!35 to 44 years:!!With health insurance coverage","Annotation of Estimate!!Total:!!35 to 44 years:!!With health insurance coverage","Margin of Error!!Total:!!35 to 44 years:!!With health insurance coverage","Annotation of Margin of Error!!Total:!!35 to 44 years:!!With health insurance coverage","Estimate!!Total:!!35 to 44 years:!!No health insurance coverage","Annotation of Estimate!!Total:!!35 to 44 years:!!No health insurance coverage","Margin of Error!!Total:!!35 to 44 years:!!No health insurance coverage","Annotation of Margin of Error!!Total:!!35 to 44 years:!!No health insurance coverage","Estimate!!Total:!!45 to 54 years:","Annotation of Estimate!!Total:!!45 to 54 years:","Margin of Error!!Total:!!45 to 54 years:","Annotation of Margin of Error!!Total:!!45 to 54 years:","Estimate!!Total:!!45 to 54 years:!!With health insurance coverage","Annotation of Estimate!!Total:!!45 to 54 years:!!With health insurance coverage","Margin of Error!!Total:!!45 to 54 years:!!With health insurance coverage","Annotation of Margin of Error!!Total:!!45 to 54 years:!!With health insurance coverage","Estimate!!Total:!!45 to 54 years:!!No health insurance coverage","Annotation of Estimate!!Total:!!45 to 54 years:!!No health insurance coverage","Margin of Error!!Total:!!45 to 54 years:!!No health insurance coverage","Annotation of Margin of Error!!Total:!!45 to 54 years:!!No health insurance coverage","Estimate!!Total:!!55 to 64 years:","Annotation of Estimate!!Total:!!55 to 64 years:","Margin of Error!!Total:!!55 to 64 years:","Annotation of Margin of Error!!Total:!!55 to 64 years:","Estimate!!Total:!!55 to 64 years:!!With health insurance coverage","Annotation of Estimate!!Total:!!55 to 64 years:!!With health insurance coverage","Margin of Error!!Total:!!55 to 64 years:!!With health insurance coverage","Annotation of Margin of Error!!Total:!!55 to 64 years:!!With health insurance coverage","Estimate!!Total:!!55 to 64 years:!!No health insurance coverage","Annotation of Estimate!!Total:!!55 to 64 years:!!No health insurance coverage","Margin of Error!!Total:!!55 to 64 years:!!No health insurance coverage","Annotation of Margin of Error!!Total:!!55 to 64 years:!!No health insurance coverage","Estimate!!Total:!!65 to 74 years:","Annotation of Estimate!!Total:!!65 to 74 years:","Margin of Error!!Total:!!65 to 74 years:","Annotation of Margin of Error!!Total:!!65 to 74 years:","Estimate!!Total:!!65 to 74 years:!!With health insurance coverage","Margin of Error!!Total:!!65 to 74 years:!!With health insurance coverage","Annotation of Margin of Error!!Total:!!65 to 74 years:!!With health insurance coverage","Annotation of Estimate!!Total:!!65 to 74 years:!!With health insurance coverage","Estimate!!Total:!!65 to 74 years:!!No health insurance coverage","Annotation of Estimate!!Total:!!65 to 74 years:!!No health insurance coverage","Margin of Error!!Total:!!65 to 74 years:!!No health insurance coverage","Annotation of Margin of Error!!Total:!!65 to 74 years:!!No health insurance coverage","Estimate!!Total:!!75 years and over:","Annotation of Estimate!!Total:!!75 years and over:","Margin of Error!!Total:!!75 years and over:","Annotation of Margin of Error!!Total:!!75 years and over:","Estimate!!Total:!!75 years and over:!!With health insurance coverage","Annotation of Estimate!!Total:!!75 years and over:!!With health insurance coverage","Margin of Error!!Total:!!75 years and over:!!With health insurance coverage","Annotation of Margin of Error!!Total:!!75 years and over:!!With health insurance coverage","Estimate!!Total:!!75 years and over:!!No health insurance coverage","Annotation of Estimate!!Total:!!75 years and over:!!No health insurance coverage","Margin of Error!!Total:!!75 years and over:!!No health insurance coverage","Annotation of Margin of Error!!Total:!!75 years and over:!!No health insurance coverage",
"0500000US01003","Baldwin County, Alabama","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US01015","Calhoun County, Alabama","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US01043","Cullman County, Alabama","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US01049","DeKalb County, Alabama","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US01051","Elmore County, Alabama","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US01055","Etowah County, Alabama","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US01069","Houston County, Alabama","3595","null","53","null","505","115","null","null","442","null","72","null","63","null","109","null","889","null","169","null","842","null","221","null","47","null","76","null","392","null","117","null","281","null","169","null","111","null","124","null","499","null","192","null","105","null","87","null","394","213","null","null","605","null","181","null","185","null","115","null","420","null","194","null","222","null","174","null","95","null","76","null","127","null","181","null","439","null","59","null","277","null","148","null","162","null","154","null","14","null","26","null","14","26","null","null","0","null","206","null","30","null","42","null","30","null","42","null","0","null","206","null",
"0500000US01073","Jefferson County, Alabama","26820","null","92","null","5288","675","null","null","5288","null","675","null","0","null","206","null","6424","null","735","null","6410","null","738","null","14","null","27","null","2472","null","277","null","1723","null","400","null","749","null","331","null","3652","null","564","null","2162","null","728","null","1490","755","null","null","4647","null","1087","null","1965","null","985","null","2682","null","1340","null","1950","null","1068","null","1490","null","904","null","460","null","400","null","1185","null","570","null","512","null","326","null","673","null","620","null","1016","null","546","null","961","529","null","null","55","null","93","null","186","null","168","null","186","null","168","null","0","null","206","null",
"0500000US01077","Lauderdale County, Alabama","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US01081","Lee County, Alabama","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US01083","Limestone County, Alabama","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US01089","Madison County, Alabama","19178","null","158","null","2254","292","null","null","2254","null","292","null","0","null","206","null","4963","null","319","null","4412","null","892","null","551","null","836","null","3050","null","302","null","1565","null","644","null","1485","null","673","null","1858","null","523","null","872","null","437","null","986","494","null","null","2474","null","503","null","2034","null","643","null","440","null","504","null","2162","null","601","null","1211","null","478","null","951","null","676","null","1539","null","386","null","1215","null","416","null","324","null","386","null","768","null","376","null","706","355","null","null","62","null","102","null","110","null","136","null","110","null","136","null","0","null","206","null",
"0500000US01095","Marshall County, Alabama","14272","null","2","null","2886","525","null","null","2881","null","526","null","5","null","10","null","4172","null","557","null","4136","null","557","null","36","null","45","null","1632","null","183","null","892","null","628","null","740","null","611","null","2012","null","792","null","471","null","359","null","1541","835","null","null","1357","null","706","null","845","null","570","null","512","null","604","null","1353","null","553","null","829","null","479","null","524","null","397","null","504","null","370","null","500","null","368","null","4","null","8","null","340","null","375","null","165","188","null","null","175","null","187","null","16","null","37","null","16","null","37","null","0","null","206","null",
"0500000US01097","Mobile County, Alabama","12443","null","2","null","984","730","null","null","984","null","730","null","0","null","206","null","3366","null","790","null","3366","null","790","null","0","null","206","null","886","null","489","null","632","null","460","null","254","null","264","null","2252","null","1109","null","1516","null","913","null","736","612","null","null","1569","null","903","null","534","null","464","null","1035","null","697","null","1359","null","807","null","945","null","662","null","414","null","489","null","1529","null","481","null","1375","null","590","null","154","null","197","null","402","null","433","null","402","433","null","null","0","null","206","null","96","null","135","null","96","null","135","null","0","null","206","null",
"0500000US01101","Montgomery County, Alabama","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US01103","Morgan County, Alabama","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US01115","St. Clair County, Alabama","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US01117","Shelby County, Alabama","12635","null","206","null","1186","775","null","null","1186","null","775","null","0","null","206","null","4178","null","775","null","3995","null","827","null","183","null","239","null","1320","null","384","null","325","null","270","null","995","null","496","null","2372","null","1181","null","1494","null","950","null","878","754","null","null","1104","null","706","null","749","null","477","null","355","null","364","null","1126","null","782","null","538","null","359","null","588","null","766","null","372","null","363","null","227","null","256","null","145","null","222","null","977","null","363","null","977","363","null","null","0","null","206","null","0","null","206","null","0","null","206","null","0","null","206","null",
"0500000US01121","Talladega County, Alabama","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US01125","Tuscaloosa County, Alabama","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US01127","Walker County, Alabama","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US02020","Anchorage Municipality, Alaska","25722","null","560","null","2882","158","null","null","2733","null","295","null","149","null","243","null","6916","null","587","null","6433","null","616","null","483","null","376","null","3172","null","954","null","2158","null","856","null","1014","null","581","null","4099","null","830","null","2907","null","527","null","1192","977","null","null","2527","null","791","null","1968","null","866","null","559","null","463","null","3009","null","854","null","2449","null","897","null","560","null","464","null","1785","null","612","null","1785","null","612","null","0","null","163","null","1332","null","613","null","1332","613","null","null","0","null","163","null","0","null","163","null","0","null","163","null","0","null","163","null",
"0500000US02090","Fairbanks North Star Borough, Alaska","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US02170","Matanuska-Susitna Borough, Alaska","5521","null","124","null","630","95","null","null","568","null","145","null","62","null","95","null","1491","null","140","null","1321","null","213","null","170","null","175","null","554","null","361","null","400","null","301","null","154","null","234","null","464","null","295","null","264","null","228","null","200","193","null","null","743","null","316","null","743","null","316","null","0","null","163","null","976","null","388","null","909","null","392","null","67","null","111","null","420","null","134","null","420","null","134","null","0","null","163","null","243","null","134","null","243","134","null","null","0","null","163","null","0","null","163","null","0","null","163","null","0","null","163","null",
"0500000US04001","Apache County, Arizona","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US04003","Cochise County, Arizona","42681","null","667","null","4261","500","null","null","4201","null","485","null","60","null","98","null","9564","null","714","null","8912","null","928","null","652","null","651","null","4540","null","791","null","4358","null","811","null","182","null","230","null","5196","null","617","null","4587","null","758","null","609","516","null","null","4743","null","407","null","4187","null","567","null","556","null","420","null","4361","null","170","null","3969","null","391","null","392","null","415","null","4411","null","2","null","3625","null","427","null","786","null","428","null","3260","null","49","null","3160","164","null","null","100","null","161","null","2345","null","106","null","2286","null","155","null","59","null","113","null",
"0500000US04005","Coconino County, Arizona","20377","null","296","null","1259","656","null","null","1087","null","653","null","172","null","215","null","5949","null","1033","null","5592","null","1138","null","357","null","414","null","3406","null","769","null","2865","null","715","null","541","null","411","null","2779","null","1139","null","1858","null","893","null","921","744","null","null","1867","null","916","null","1443","null","829","null","424","null","397","null","2099","null","856","null","2099","null","856","null","0","null","218","null","1655","null","570","null","1495","null","631","null","160","null","225","null","911","null","439","null","911","439","null","null","0","null","218","null","452","null","325","null","452","null","325","null","0","null","218","null",
"0500000US04013","Maricopa County, Arizona","1400956","null","1315","null","152741","3507","null","null","137424","null","4473","null","15317","null","2920","null","337391","null","4041","null","294273","null","5181","null","43118","null","5260","null","171648","null","3818","null","124679","null","5048","null","46969","null","4704","null","202296","null","2792","null","144353","null","5121","null","57943","4699","null","null","193584","null","431","null","139045","null","4873","null","54539","null","4953","null","157680","null","353","null","115052","null","4241","null","42628","null","4198","null","103940","null","262","null","81547","null","3063","null","22393","null","3069","null","53053","null","186","null","51201","834","null","null","1852","null","829","null","28623","null","89","null","27292","null","742","null","1331","null","745","null",
"0500000US04015","Mohave County, Arizona","34594","null","667","null","2763","237","null","null","2381","null","471","null","382","null","377","null","7183","null","354","null","6588","null","797","null","595","null","744","null","4700","null","968","null","3705","null","1017","null","995","null","751","null","3264","null","1172","null","3032","null","1171","null","232","354","null","null","4567","null","990","null","3666","null","919","null","901","null","671","null","3781","null","1131","null","3144","null","1144","null","637","null","660","null","3787","null","66","null","3468","null","309","null","319","null","281","null","3159","null","428","null","3159","428","null","null","0","null","218","null","1390","null","407","null","1390","null","407","null","0","null","218","null",
"0500000US04017","Navajo County, Arizona","11338","null","532","null","1400","184","null","null","1360","null","194","null","40","null","64","null","2799","null","189","null","2366","null","688","null","433","null","678","null","240","null","242","null","128","null","154","null","112","null","180","null","1647","null","719","null","1079","null","601","null","568","481","null","null","1457","null","724","null","916","null","675","null","541","null","475","null","1334","null","799","null","729","null","553","null","605","null","614","null","1405","null","465","null","1032","null","435","null","373","null","395","null","958","null","442","null","958","442","null","null","0","null","218","null","98","null","120","null","98","null","120","null","0","null","218","null",
"0500000US04019","Pima County, Arizona","388458","null","1368","null","36802","1473","null","null","34945","null","1712","null","1857","null","1077","null","85492","null","2053","null","76484","null","2855","null","9008","null","2121","null","50855","null","2175","null","37257","null","2915","null","13598","null","2576","null","51609","null","1580","null","38727","null","2539","null","12882","2537","null","null","50823","null","355","null","39211","null","2465","null","11612","null","2464","null","41785","null","355","null","29973","null","2053","null","11812","null","1983","null","34324","null","393","null","29666","null","1476","null","4658","null","1420","null","22530","null","130","null","21742","729","null","null","788","null","730","null","14238","null","199","null","14003","null","351","null","235","null","287","null",
"0500000US04021","Pinal County, Arizona","129522","null","2874","null","11785","547","null","null","10749","null","1056","null","1036","null","892","null","32985","null","837","null","30205","null","1686","null","2780","null","1374","null","15992","null","1501","null","12482","null","1530","null","3510","null","1375","null","16979","null","2117","null","13942","null","2333","null","3037","1080","null","null","17241","null","1180","null","14651","null","1644","null","2590","null","1225","null","13480","null","584","null","10608","null","1324","null","2872","null","1238","null","10054","null","512","null","8977","null","780","null","1077","null","694","null","7071","null","141","null","6214","820","null","null","857","null","821","null","3935","null","75","null","3935","null","75","null","0","null","218","null",
"0500000US04025","Yavapai County, Arizona","34319","null","199","null","2656","4","null","null","2420","null","362","null","236","null","362","null","9524","null","1030","null","8001","null","1544","null","1523","null","1254","null","3379","null","903","null","2335","null","939","null","1044","null","996","null","2947","null","973","null","2765","null","949","null","182","188","null","null","4586","null","1362","null","2307","null","1398","null","2279","null","1229","null","3983","null","1340","null","2413","null","1021","null","1570","null","1089","null","2755","null","582","null","2076","null","562","null","679","null","618","null","3319","null","745","null","3319","745","null","null","0","null","218","null","1170","null","421","null","1170","null","421","null","0","null","218","null",
"0500000US04027","Yuma County, Arizona","134710","null","1266","null","14158","1120","null","null","13571","null","1447","null","587","null","831","null","31544","null","1416","null","27452","null","2188","null","4092","null","1947","null","15159","null","1260","null","10271","null","1603","null","4888","null","1803","null","18775","null","1255","null","13076","null","2346","null","5699","1930","null","null","16056","null","361","null","13313","null","1024","null","2743","null","1032","null","14541","null","134","null","10600","null","1139","null","3941","null","1120","null","11750","null","74","null","9379","null","835","null","2371","null","839","null","7475","null","25","null","7475","25","null","null","0","null","218","null","5252","null","143","null","5252","null","143","null","0","null","218","null",
"0500000US05007","Benton County, Arkansas","47575","null","100","null","5669","486","null","null","5023","null","831","null","646","null","814","null","11889","null","506","null","10648","null","840","null","1241","null","651","null","6266","null","523","null","4401","null","735","null","1865","null","721","null","6532","null","539","null","4659","null","924","null","1873","963","null","null","7007","null","3","null","4062","null","951","null","2945","null","951","null","5595","null","4","null","3972","null","620","null","1623","null","620","null","2934","null","206","null","2283","null","560","null","651","null","560","null","926","null","438","null","836","427","null","null","90","null","119","null","757","null","438","null","613","null","446","null","144","null","178","null",
"0500000US05031","Craighead County, Arkansas","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US05045","Faulkner County, Arkansas","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US05051","Garland County, Arkansas","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
